"Request","model","Lat","Long","boxid","sampleid","reachid","station","location","SampleDate","UID","SiteCode","MasterCode","state","rolled","SiteID2","NEAR_FID","NEAR_DIST","NEAR_X","NEAR_Y","POINT_X","POINT_Y","DOY","ELEV_SITE","NHDSLOPE","ECO3","ECO4","TMAXPT","TMAX_AVE","TMEAN_AVE","TMIN_AVE","RH_AVE","TMEANPT","MEANP_AVE","MAXP_AVE","MAXWD_AVE","FST32F_AVE","EVI_MAX_AVE","ELEV_MIN","ELEV_MEAN","DD_LAT_Y","SQ_KM","TMAX_PT","LOG_LT_PPT_PT","Sq_km","LOG_KM2","ELVmean_WS","ELVmin_WS","KFCT_WS","PMIN_WS","RH_WS","TMAX_WS","TMEAN_PT","TMEAN_WS","PMIN_PT","WSA_SQKM","ELVmax_WS","precip","temp","east","elev_sqrt","ELEV_WS","Lat_Dec","LOG_XP_PT","Long_Dec","PRCPSHORTWS","SQRT_TOPO","SUMMER","WINTER","ClimateE","MetricE","GRIDCODE","ShedAreakm","AreaHect","SprgNum_WS","MINEnum_WS","DAMnum_WS","DAMvol_WS","StreamDens","BLMPct","PrivPct","HydrAlt_km","RdDens","Urban_WS","AG_WS","Psum_PT","Psum_WS","AreaKM","daynum","FID","qc_site","EVI_MAX_AV","OBJECTID","Long_","sampdate","SlopeE","PRCPSHORTW","Priority_s","Bug_model","WQ_model","OLD_UID","Existing_w","Project","Rolled"
26,"CO",37.9459991,-107.3030014,1974,168028,"LF-us-LSC","LF-us-LSC","LF-us-LS","8/3/2018 0:00:00",NA,NA,NA,"CO",1,4,NA,NA,NA,NA,-107.30274062,37.9460408145,216,2757,0.00688,21,"21h",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3572.3000488,37.9459991,3.48527,-107.3030014,NA,0.007312,10.8299999,-1.48,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,0,NA,4,-107.30291,"8/3/2018 0:00:00",1,0,NA,NA,NA,NA,NA,NA,NA
26,"CO",39.5900002,-106.8580017,1992,168128,"AbCr2","AB-2","Abrams Creek","9/4/2018 0:00:00",NA,NA,NA,"CO",1,40,NA,NA,NA,NA,-106.857768894,39.5900406918,247,2438,0.06692,21,"21f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2429.1999512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2859.8100586,39.5900002,3.6075599,-106.8580017,NA,0.00652,12.5799999,0.61,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,0,NA,40,-106.857838156,"9/4/2018 0:00:00",1,0,NA,NA,NA,NA,NA,NA,NA
26,"CO",39.6122017,-106.8259964,1992,168129,"AbCr3","AbCr3","Abrams Creek","8/22/2018 0:00:00",NA,NA,NA,"CO",1,41,NA,NA,NA,NA,-106.826425035,39.6122477557,235,2156,0.06692,21,"21d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2146.8999023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2694.4099121,39.6122017,3.3993499,-106.8259964,NA,0.006314,13.8699999,0.28,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,0,NA,41,-106.826000886,"8/22/2018 0:00:00",1,0,NA,NA,NA,NA,NA,NA,NA
26,"CO",38.4253998,-107.1750031,1983,168029,"3.8163310705e+14","3.8163310705e+14","Cebolla Creek","8/2/2018 0:00:00",NA,NA,NA,"CO",1,5,NA,NA,NA,NA,-107.175239411,38.4254290035,215,2298,0.00047,21,"21h",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2298.1000977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3112.5600586,38.4253998,3.38276,-107.1750031,NA,0.01312,14.29,-0.92,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,0,NA,5,-107.175375358,"8/2/2018 0:00:00",1,0,NA,NA,NA,NA,NA,NA,NA
26,"CO",38.5119019,-107.2699966,1983,168030,"3.8302810716e+14","3.8302810716e+14","West Elk Creek","8/7/2018 0:00:00",NA,NA,NA,"CO",1,6,NA,NA,NA,NA,-107.269996888,38.511928055,220,2336,0.04787,21,"21h",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2320.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3028.1398926,38.5119019,3.50669,-107.2699966,NA,0.006568,13.6599998,0.38,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,0,NA,6,-107.269996888,"8/7/2018 0:00:00",1,0,NA,NA,NA,NA,NA,NA,NA
26,"CO",38.4057999,-107.4079971,1983,168031,"3.8241810724e+14","3.8241810724e+14","Blue Creek","8/9/2018 0:00:00",NA,NA,NA,"CO",1,7,NA,NA,NA,NA,-107.408003251,38.4057730364,222,2511,0.05278,21,"21f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2491.1000977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3141.9499512,38.4057999,3.56529,-107.4079971,NA,0.016414,13.79,-0.27,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,0,NA,7,-107.408045811,"8/9/2018 0:00:00",1,0,NA,NA,NA,NA,NA,NA,NA
26,"CO",38.4505997,-107.3450012,1983,168032,"3.827021072e+14","3.827021072e+14","Pine Creek","8/16/2018 0:00:00",NA,NA,NA,"CO",1,8,NA,NA,NA,NA,-107.344899685,38.450612184,229,2266,0.11936,21,"21i",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2243.3999023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2792.0200195,38.4505997,3.44502,-107.3450012,NA,0.016396,14.9899998,-0.7,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,0,NA,8,-107.345116248,"8/16/2018 0:00:00",1,0,NA,NA,NA,NA,NA,NA,NA
26,"CO",38.4947014,-107.0309982,1983,168033,"3.829413107e+15","BEAVER_HWY_50","NORTH BEAVER CREEK","8/27/2018 0:00:00",NA,NA,NA,"CO",1,9,NA,NA,NA,NA,-107.030631749,38.4947129718,240,2294,0.02389,21,"21i",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2293.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2996.9599609,38.4947014,3.3306201,-107.0309982,NA,0.00233,14.0299997,-1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,0,NA,9,-107.031175979,"8/27/2018 0:00:00",1,0,NA,NA,NA,NA,NA,NA,NA
26,"CO",40.0327988,-107.8450012,1979,168051,"6103","6103","White River at Meeker Pasture","9/24/2018 0:00:00",NA,NA,NA,"CO",1,27,NA,NA,NA,NA,-107.844892907,40.0327740955,267,1932,0.00049,20,"20b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2170.1201172,40.0327988,3.55603,-107.8450012,NA,0.000675,15.7200003,1.12,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,0,NA,27,-107.844941,"9/24/2018 0:00:00",1,0,NA,NA,NA,NA,NA,NA,NA
26,"CO",40.0327988,-107.8450012,1987,168126,"6103","6103","White River at Meeker Pasture","9/23/2018 0:00:00",NA,NA,NA,"CO",1,38,NA,NA,NA,NA,-107.844892907,40.0327740955,266,1932,0.00049,20,"20b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2170.1201172,40.0327988,3.55603,-107.8450012,NA,0.000675,15.7200003,1.12,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,0,NA,38,-107.844941,"9/23/2018 0:00:00",1,0,NA,NA,NA,NA,NA,NA,NA
27,"CO",38.0239983,-107.3150024,1974,168025,"LF-us-HC","LKFKUP","Lake Fork above Henson Creek","8/1/2018 0:00:00",NA,NA,NA,"CO",1,1,NA,NA,NA,NA,-107.314516411,38.0239620035,214,2637,0.01288,21,"21h",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2636.1000977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3478.2399902,38.0239983,3.5344999,-107.3150024,NA,0.003357,12.0900002,-1.62,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,-107.31488,"8/1/2018 0:00:00",1,0,NA,NA,NA,NA,NA,NA,NA
27,"CO",38.5267982,-107.3089981,1983,168034,"3.8313710836e+12","SOAP_AB_CHANCE","SOAP CREEK","8/29/2018 0:00:00",NA,NA,NA,"CO",1,10,NA,NA,NA,NA,-107.308996011,38.5267536035,242,2298,0.02014,21,"21i",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2298.1000977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2963.8701172,38.5267982,3.55496,-107.3089981,NA,0.004369,14,-0.15,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,10,-107.308894498,"8/29/2018 0:00:00",1,0,NA,NA,NA,NA,NA,NA,NA
27,"CO",38.4566994,-107.4209976,1983,168035,"912500","9125000","Curecanti Creek","9/4/2018 0:00:00",NA,NA,NA,"CO",1,11,NA,NA,NA,NA,-107.420730405,38.4567375969,247,2299,0.03937,21,"21f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2297.3000488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2909.6799316,38.4566994,3.5004301,-107.4209976,NA,0.015283,14.6700001,0.4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,11,-107.420270472,"9/4/2018 0:00:00",1,0,NA,NA,NA,NA,NA,NA,NA
27,"CO",38.4802017,-107.2330017,1983,168036,"3.8290210714e+14","3.8290210714e+14","Red Creek","9/6/2018 0:00:00",NA,NA,NA,"CO",1,12,NA,NA,NA,NA,-107.232807307,38.4801969416,249,2316,0.03279,21,"21i",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2308.3999023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2840.6499023,38.4802017,3.50669,-107.2330017,NA,0.004391,14.7399998,0.44,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,NA,12,-107.232834998,"9/6/2018 0:00:00",1,0,NA,NA,NA,NA,NA,NA,NA
27,"CO",38.4463997,-107.5559998,1983,168037,"9127000","9127000","Cimarron River","9/11/2018 0:00:00",NA,NA,NA,"CO",1,13,NA,NA,NA,NA,-107.555593274,38.4463932889,254,2099,0.02001,20,"20c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2091.8000488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2933.4399414,38.4463997,3.4718499,-107.5559998,NA,0.005585,14.5200005,-0.18,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,NA,13,-107.555598095,"9/11/2018 0:00:00",1,0,NA,NA,NA,NA,NA,NA,NA
27,"CO",38.571701,-107.788002,1983,168038,"3.8341810747e+13","RED_ROCK","Red Rock Creek","9/17/2018 0:00:00",NA,NA,NA,"CO",1,14,NA,NA,NA,NA,-107.78817221,38.5717066035,260,2041,0.06709,20,"20c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2039.0999756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2243.6298828,38.571701,3.5097101,-107.788002,NA,0.012606,16.6800003,2.55,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,NA,14,-107.787779252,"9/17/2018 0:00:00",1,0,NA,NA,NA,NA,NA,NA,NA
27,"CO",38.455101,-107.4199982,1983,168039,"3.829001071e+14","382900107101600_092618","East Elk Creek","9/19/2018 0:00:00",NA,NA,NA,"CO",1,15,NA,NA,NA,NA,-107.420027416,38.4551424723,262,2302,0.03937,21,"21f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2288.1999512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2908.5,38.455101,3.5004301,-107.4199982,NA,0.016832,14.6800003,0.32,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,NA,15,-107.420220506,"9/19/2018 0:00:00",1,0,NA,NA,NA,NA,NA,NA,NA
27,"CO",38.3765984,-107.2419968,1983,168040,"3.8193410713e+14","3.8193410713e+14","Lake Fork River","9/25/2018 0:00:00",NA,NA,NA,"CO",1,16,NA,NA,NA,NA,-107.241640411,38.3766458035,268,2317,0.00827,21,"21i",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2298.6000977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3265.4199219,38.3765984,3.44858,-107.2419968,NA,0.014962,13.4099998,-1.27,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,NA,16,-107.241214743,"9/25/2018 0:00:00",1,0,NA,NA,NA,NA,NA,NA,NA
27,"CO",40.0018997,-107.2310028,1979,168041,"3079","3079","North Fork White below Trappers Lake","9/25/2018 0:00:00",NA,NA,NA,"CO",1,17,NA,NA,NA,NA,-107.231392699,40.0018561462,268,2911,0.04986,21,"21e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2908.1000977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3280,40.0018997,3.8935699,-107.2310028,NA,0.001498,9.5699997,-1.2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,NA,17,-107.231373,"9/25/2018 0:00:00",1,0,NA,NA,NA,NA,NA,NA,NA
27,"CO",40.0481987,-107.4700012,1979,168042,"6111","6111","North Fork White River","9/25/2018 0:00:00",NA,NA,NA,"CO",1,18,NA,NA,NA,NA,-107.469859956,40.0481796205,268,2297,0.01158,21,"21f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2296.8999023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2989.0500488,40.0481987,3.7416999,-107.4700012,NA,0.001439,12.8000002,-0.36,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0,NA,18,-107.469936,"9/25/2018 0:00:00",1,0,NA,NA,NA,NA,NA,NA,NA
27,"CO",40.013401,-107.5569992,1979,168043,"6110","6110_09282018","North Fork White at County Road 14","9/25/2018 0:00:00",NA,NA,NA,"CO",1,19,NA,NA,NA,NA,-107.556966153,40.0134373319,268,2190,0.01522,21,"21f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2187.6000977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2936.7900391,40.013401,3.74524,-107.5569992,NA,0.002701,13.21,0.08,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,NA,19,-107.556831,"9/25/2018 0:00:00",1,0,NA,NA,NA,NA,NA,NA,NA
27,"CO",37.9952011,-107.2959976,1974,168026,"LF-SGS","LF-SGS","Lake Fork River","8/2/2018 0:00:00",NA,NA,NA,"CO",1,2,NA,NA,NA,NA,-107.296497,37.995244,215,2695,0.03573,21,"21h",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2694.6999512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3517.8798828,37.9952011,3.4618399,-107.2959976,NA,0.002372,11.3299999,-1.54,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,NA,2,-107.296497,"8/2/2018 0:00:00",1,0,NA,NA,NA,NA,NA,NA,NA
27,"CO",40.013401,-107.5569992,1979,168044,"3","6110_09282018B","North Fork White at Maggot Hollow","9/25/2018 0:00:00",NA,NA,NA,"CO",1,20,NA,NA,NA,NA,-107.556966153,40.0134373319,268,2190,0.01522,21,"21f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2187.6000977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2936.7900391,40.013401,3.74524,-107.5569992,NA,0.002701,13.21,0.08,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,NA,20,-107.556831,"9/25/2018 0:00:00",1,0,NA,NA,NA,NA,NA,NA,NA
27,"CO",39.9760017,-107.6340027,1979,168045,"6107","6107_09282018","North Fork White at Bel Aire","9/24/2018 0:00:00",NA,NA,NA,"CO",1,21,NA,NA,NA,NA,-107.634480583,39.9759811496,267,2110,0.0092,21,"21f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2110.8000488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2905.2900391,39.9760017,3.64711,-107.6340027,NA,0.005483,13.6999998,0.13,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,0,NA,21,-107.634777,"9/24/2018 0:00:00",1,0,NA,NA,NA,NA,NA,NA,NA
27,"CO",39.8641014,-107.5339966,1979,168046,"3077","3077","South Fork White at USFS camp ground","9/24/2018 0:00:00",NA,NA,NA,"CO",1,22,NA,NA,NA,NA,-107.53408908,39.864111225,267,2312,0.0092,21,"21f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3127.1298828,39.8641014,3.69293,-107.5339966,NA,0.004709,12.3999996,-0.91,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,0,NA,22,-107.53424,"9/24/2018 0:00:00",1,0,NA,NA,NA,NA,NA,NA,NA
27,"CO",39.9542007,-107.5820007,1979,168047,"3078","3078","South Fork White at YZ Ranch","9/24/2018 0:00:00",NA,NA,NA,"CO",1,23,NA,NA,NA,NA,-107.581627508,39.9541899431,267,2175,0.01262,21,"21f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2172.1000977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3032,39.9542007,3.64029,-107.5820007,NA,0.003563,13.2600002,-0.56,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,0,NA,23,-107.581742,"9/24/2018 0:00:00",1,0,NA,NA,NA,NA,NA,NA,NA
27,"CO",39.9721985,-107.6350021,1979,168048,"6106","6106_09282018","South Fork White at Bel Aire","9/24/2018 0:00:00",NA,NA,NA,"CO",1,24,NA,NA,NA,NA,-107.63468095,39.9722499045,267,2111,0.01367,21,"21f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2995.1201172,39.9721985,3.64711,-107.6350021,NA,0.000873,13.6899996,-0.46,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,0,NA,24,-107.634835,"9/24/2018 0:00:00",1,0,NA,NA,NA,NA,NA,NA,NA
27,"CO",39.9496002,-107.6949997,1979,168049,"6105","6105","White River at Sleepy Cat","9/25/2018 0:00:00",NA,NA,NA,"CO",1,25,NA,NA,NA,NA,-107.695411459,39.9496231412,268,2062,0.00591,21,"21f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2879.1499023,39.9496002,3.6076601,-107.6949997,NA,0.003682,13.6999998,0.08,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,0,NA,25,-107.695355,"9/25/2018 0:00:00",1,0,NA,NA,NA,NA,NA,NA,NA
27,"CO",40.0066986,-107.8249969,1979,168050,"6104","6104","White River at Wakara","9/25/2018 0:00:00",NA,NA,NA,"CO",1,26,NA,NA,NA,NA,-107.825159388,40.0066920732,268,1950,0.00504,20,"20b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1950.6999512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2811.3400879,40.0066986,3.5569799,-107.8249969,NA,0.000299,14.8299999,0.23,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,0,NA,26,-107.82512,"9/25/2018 0:00:00",1,0,NA,NA,NA,NA,NA,NA,NA
27,"CO",40.0018997,-107.2310028,1987,168116,"3079","3079","North Fork White below Trappers Lake","9/24/2018 0:00:00",NA,NA,NA,"CO",1,28,NA,NA,NA,NA,-107.231392699,40.0018561462,267,2911,0.04986,21,"21e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2908.1000977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3280,40.0018997,3.8935699,-107.2310028,NA,0.001498,9.5699997,-1.2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,0,NA,28,-107.231373,"9/24/2018 0:00:00",1,0,NA,NA,NA,NA,NA,NA,NA
27,"CO",40.0481987,-107.4700012,1987,168117,"6111","6111","North Fork White River","9/24/2018 0:00:00",NA,NA,NA,"CO",1,29,NA,NA,NA,NA,-107.469859956,40.0481796205,267,2297,0.01158,21,"21f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2296.8999023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2989.0500488,40.0481987,3.7416999,-107.4700012,NA,0.001439,12.8000002,-0.36,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0,NA,29,-107.469936,"9/24/2018 0:00:00",1,0,NA,NA,NA,NA,NA,NA,NA
27,"CO",38.0241013,-107.3219986,1974,168027,"HC-us-LF","PALM-16","Henson Creek just upstream from Lake City","8/3/2018 0:00:00",NA,NA,NA,"CO",1,3,NA,NA,NA,NA,-107.321631678,38.0241484701,216,2656,0.01924,21,"21h",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2654.3000488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3526.7199707,38.0241013,3.5344999,-107.3219986,NA,0.007588,11.25,-1.52,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0,NA,3,-107.3217,"8/3/2018 0:00:00",1,0,NA,NA,NA,NA,NA,NA,NA
27,"CO",40.013401,-107.5569992,1987,168118,"6110","6110_09282018","North Fork White at County Road 14","9/24/2018 0:00:00",NA,NA,NA,"CO",1,30,NA,NA,NA,NA,-107.556966153,40.0134373319,267,2190,0.01522,21,"21f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2187.6000977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2936.7900391,40.013401,3.74524,-107.5569992,NA,0.002701,13.21,0.08,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,0,NA,30,-107.556831,"9/24/2018 0:00:00",1,0,NA,NA,NA,NA,NA,NA,NA
27,"CO",40.013401,-107.5569992,1987,168119,"3","6110_09282018","North Fork White at County Road 14","9/24/2018 0:00:00",NA,NA,NA,"CO",1,31,NA,NA,NA,NA,-107.556966153,40.0134373319,267,2190,0.01522,21,"21f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2187.6000977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2936.7900391,40.013401,3.74524,-107.5569992,NA,0.002701,13.21,0.08,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,0,NA,31,-107.556831,"9/24/2018 0:00:00",1,0,NA,NA,NA,NA,NA,NA,NA
