"*Standardized to OTU and fixed count, see Metadata for details",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SampleID,Station (NAMC),Station (Customer),Waterbody,County,State,Latitude,Longitude,Collection Date,Habitat Sampled ,Collection Method,Field Notes,Lab Notes,Area sampled (m^2),Field Split,Lab Split,Split Count,Fixed Count,Big Rare Count,Richness*,Abundance,Shannon's Diversity*,Simpson's Diversity*,Evenness*,# of EPT Taxa*,EPT Taxa Abundance,Dominant Family,Abundance of Dominant Family,Dominant Taxa,Abundance of Dominant Taxa,Hilsenhoff Biotic Index*,# of Intolerant Taxa*,Intolerant Taxa abundance,# of Tolerant Taxa*,Tolerant Taxa abundance,USFS Community Tolerance Quotient (d)*,# of shredder taxa*,Shredder Abundance,# of scraper taxa*,Scraper abundance,# of collector-filterer taxa*,Collector-filterer abundance,# of collector-gatherer taxa*,Collector-gatherer abundance,# of predator taxa*,Predator abundance,# of clinger taxa*,Long-lived Taxa*,# of Ephemeroptera taxa*,Ephemeroptera abundance,# of Plecoptera taxa*,Plecoptera abundance,# of Trichoptera taxa*,Trichoptera abundance,# of Coleoptera taxa*,Coleoptera abundance,# of Elmidae Taxa*,Elmidae abundance,# of Megaloptera taxa*,Megaloptera abundance,# of Diptera taxa*,Diptera abundance,# of Chironomidae taxa*,Chironomidae abundance,# of Crustacea taxa*,Crustacea abundance,# of Oligochaete taxa*,Oligochaete abundance,# of Mollusca taxa*,Mollusca abundance,# of Insect taxa*,Insect abundance,# of Non-insect taxa*,Non-insect abundance
163807,PIBO:1347,9444,Rhoda Creek,Idaho,ID,46.234547,-115.07914,9/10/2016,Targeted Riffle,Surber net,NULL,NULL,0.74,100,100,70,62,0,22,95,2.767205718,0.933897409,0.895233812,15,72,Heptageniidae,22,Sweltsa,14,2.741935484,10,41,0,0,49,1,9,4,18,1,1,8,35,5,28,13,3,7,36,4,30,4,5,2,3,2,3,0,0,4,15,3,14,0,0,0,0,0,0,21,89,1,5
163808,PIBO:1349,9445,North Fork Moose Creek,Idaho,ID,46.291062,-114.89917,9/8/2016,Targeted Riffle,Surber net,NULL,NULL,0.74,100,100,77,65,0,20,104,2.647710702,0.919711538,0.883827545,15,89,Chloroperlidae,18,Sweltsa,16,2.615384615,10,53,0,0,44,2,12,2,11,2,14,6,30,5,32,10,3,5,30,5,34,5,26,1,1,1,1,0,0,3,11,2,9,0,0,0,0,0,0,19,101,1,3
163809,PIBO:1825,9180,Whiskey Creek,Idaho,ID,45.835689,-115.5073,8/26/2016,Targeted Riffle,Surber net,NULL,NULL,0.74,100,100,430,300,0,33,581,2.364202762,0.828405797,0.676161204,23,314,Elmidae,196,Heterlimnius corpulentus,161,3.57,15,141,1,0,63,6,77,4,100,4,26,8,141,5,47,17,6,7,181,7,101,9,31,4,196,4,169,0,0,5,68,2,38,0,0,0,0,0,0,32,577,1,4
163810,PIBO:0398,9069,Newsome Creek,Idaho,ID,45.910724,-115.62933,8/27/2016,Targeted Riffle,Surber net,NULL,NULL,0.74,100,31.25,671,300,28,35,2939,2.738589602,0.876744705,0.770273277,22,1520,Elmidae,1111,Optioservus,506,3.083333333,15,928,0,0,61,3,158,5,952,5,203,8,660,9,365,18,8,7,821,7,358,8,341,5,1111,5,631,0,0,5,209,2,182,0,0,0,0,2,78,32,2840,3,99
163811,PIBO:0400,9070,Baldy Creek,Idaho,ID,45.912843,-115.64021,8/28/2016,Targeted Riffle,Surber net,NULL,NULL,0.74,100,100,528,300,0,31,714,2.035680494,0.724392419,0.59280375,20,386,Elmidae,269,Heterlimnius corpulentus,249,3.333333333,16,278,0,0,53,4,30,4,84,3,18,7,215,9,109,15,5,9,249,6,73,5,65,4,269,4,208,0,0,6,57,2,41,0,0,0,0,1,1,30,712,1,1
163812,PIBO:1829,9181,Leggett Creek,Idaho,ID,45.840666,-115.64546,8/27/2016,Targeted Riffle,Surber net,NULL,NULL,0.74,100,37.5,652,300,4,18,2355,2.124713766,0.838461538,0.735100514,11,1224,Chironomidae,735,Orthocladiinae,519,3.94,8,767,0,0,60,3,519,0,191,3,166,5,1168,1,125,9,3,3,436,5,442,3,346,2,332,2,94,0,0,4,792,2,735,0,0,0,0,0,4,17,2348,1,7
163813,PIBO:1831,9182,Six Mile Creek,Idaho,ID,45.762364,-115.6466,9/11/2016,Targeted Riffle,Surber net,NULL,NULL,0.74,100,25,841,300,4,33,4551,2.902688143,0.92657748,0.830167844,19,2386,Elmidae,1011,Heterlimnius corpulentus,757,3.223333333,13,1554,1,0,63,5,924,2,205,3,465,8,1449,8,295,14,6,8,1043,6,727,5,616,4,1011,4,373,0,0,7,938,3,568,0,0,0,146,0,11,30,4335,2,216
163814,PIBO:0401,9071,Twentymile Creek,Idaho,ID,45.761241,-115.74889,8/25/2016,Targeted Riffle,Surber net,NULL,NULL,0.74,100,37.5,596,300,3,31,2152,2.753619823,0.905574136,0.801872476,19,1291,Simuliidae,440,Simulium,440,2.996666667,12,792,0,0,61,4,553,4,40,5,549,7,505,5,246,17,6,6,447,5,421,8,423,4,241,4,123,1,7,5,555,3,112,0,0,0,0,1,4,29,2094,2,58
163815,PIBO:1832,9183,East Fork O'Hara,Idaho,ID,45.974272,-115.51142,8/29/2016,Targeted Riffle,Surber net,NULL,NULL,0.74,100,25,712,300,7,29,3858,2.705010839,0.91219621,0.803318442,15,2320,Elmidae,978,Heterlimnius,443,2.626666667,9,1357,0,0,60,3,714,3,407,3,105,6,1416,10,582,15,3,5,1126,5,726,5,469,3,978,3,324,0,0,8,424,3,324,0,0,0,86,1,11,26,3723,3,130
163816,PIBO:1833,9184,Santiam Creek,Idaho,ID,45.805772,-115.61181,8/25/2016,Targeted Riffle,Surber net,NULL,NULL,0.74,100,68.75,625,300,19,33,1254,2.951715962,0.931036789,0.844189784,20,873,Baetidae,328,Diphetor/Fallceon,313,2.463333333,13,496,0,0,66,5,236,3,58,4,43,5,374,7,142,13,7,5,540,7,154,8,180,4,92,3,55,1,15,5,174,3,152,0,0,0,55,1,29,30,1155,3,100
163817,PIBO:1834,9185,Wapiti Creek,Idaho,ID,45.332621,-115.04741,7/27/2016,Targeted Riffle,Surber net,NULL,NULL,0.74,100,100,513,300,0,24,693,2.40350965,0.844749164,0.756283493,12,288,Chironomidae,253,Chironominae,207,3.42,8,205,0,0,67,3,72,2,39,1,19,8,434,4,68,7,3,5,169,3,73,4,46,3,65,2,30,0,0,6,266,3,253,0,0,0,3,1,19,21,619,2,74
163818,PIBO:1835,9186,Dog Creek,Idaho,ID,45.38144,-115.1515,7/30/2016,Targeted Riffle,Surber net,NULL,NULL,0.74,100,25,604,300,27,25,3301,2.383538871,0.873578595,0.740487984,19,1668,Elmidae,905,Heterlimnius corpulentus,657,3.326666667,14,1188,0,0,52,3,478,3,123,3,57,5,1126,6,589,13,5,8,924,5,201,6,542,2,916,2,443,0,0,3,653,3,630,0,0,0,0,0,0,24,3236,1,65
163819,PIBO:0419,9072,Mccalla Creek,Idaho,ID,45.363202,-115.04809,7/28/2016,Targeted Riffle,Surber net,NULL,NULL,0.74,100,10.94,782,300,8,31,9670,2.820619638,0.92483835,0.82138327,18,5962,Ephemerellidae,1854,Baetis,1422,3.426666667,13,3984,1,0,58,5,1544,4,545,3,630,7,4424,8,1068,17,4,8,3733,4,1388,6,841,4,1803,4,593,0,0,8,1806,3,1173,0,0,0,0,0,0,30,9572,1,99
163820,PIBO:0422,9073,Dillinger Creek,Idaho,ID,45.496231,-115.18947,7/27/2016,Targeted Riffle,Surber net,NULL,NULL,0.74,100,25,670,300,2,22,3624,2.604088199,0.90916388,0.842462774,11,1814,Chironomidae,1259,Orthocladiinae,535,3.643333333,7,1165,0,0,73,4,622,0,92,3,335,6,1865,4,624,7,2,5,893,3,564,3,357,2,81,2,38,1,11,6,1557,3,1259,0,0,0,0,1,59,20,3462,2,162
163821,PIBO:0423,9074,Hotspring Creek,Idaho,ID,45.472693,-115.11169,7/28/2016,Targeted Riffle,Surber net,NULL,NULL,0.74,100,37.5,867,300,6,29,3132,2.589366285,0.898037904,0.768974992,19,1565,Chironomidae,764,Ephemerellidae,470,3.23,10,1336,0,0,66,5,607,3,30,2,184,8,1214,7,832,11,2,9,883,5,189,5,493,2,259,2,79,0,0,5,941,3,764,0,0,0,11,1,4,26,2765,3,368
163822,PIBO:0424,9075,Queen Creek,Idaho,ID,45.426636,-115.10046,7/29/2016,Targeted Riffle,Surber net,NULL,NULL,0.74,100,100,278,173,0,18,376,2.392149559,0.885199624,0.827626949,12,234,Chironomidae,80,Chironominae,50,3.473988439,7,162,0,0,65,3,26,2,9,2,39,5,215,3,76,10,3,5,170,2,30,5,34,2,19,2,8,0,0,3,111,2,80,0,0,0,0,0,0,17,364,1,12
163823,PIBO:0425,9076,Whimstick Creek,Idaho,ID,45.305827,-115.02823,7/26/2016,Targeted Riffle,Surber net,NULL,NULL,0.74,100,4.68,696,300,11,25,20112,2.634794174,0.915072464,0.818544833,15,10695,Elmidae,3321,Simulium,2773,3.383333333,10,7373,0,0,63,2,2630,3,175,3,2977,7,8000,6,2577,11,5,7,6875,4,2142,4,1677,3,3407,3,1675,0,0,4,5375,3,2541,0,0,0,87,1,116,22,19477,3,606
163824,PIBO:1840,9231,Falls Creek,Lemhi,ID,44.583236,-113.76557,8/16/2016,Targeted Riffle,Surber net,NULL,NULL,0.74,100,25,755,300,9,23,4093,2.620719613,0.90735786,0.835823456,15,2362,Chironomidae,849,Helodon,535,3.3,11,1446,0,0,52,2,304,3,976,1,554,5,1562,8,657,10,0,7,1581,4,446,4,335,0,5,0,0,0,0,5,1445,2,849,0,0,0,49,0,0,20,3812,2,265
163825,PIBO:1842,9232,Meadow Creek,Custer,ID,44.438009,-113.98697,6/30/2016,Targeted Riffle,Surber net,NULL,NULL,0.74,100,100,65,62,0,13,88,1.974790216,0.785827604,0.769913921,7,28,Elmidae,41,Heterlimnius corpulentus,36,3,3,11,0,0,82,0,0,1,0,3,16,5,28,1,4,5,4,3,14,1,1,3,14,2,41,2,38,0,0,2,12,1,4,0,0,0,0,1,4,11,81,2,7
163826,PIBO:0536,9096,Trail Creek,Custer,ID,44.537495,-113.97399,6/29/2016,Targeted Riffle,Surber net,NULL,NULL,0.74,100,9.38,552,300,3,16,7957,2.091454712,0.846733556,0.754332835,9,4843,Nemouridae,2623,Malenka,1658,4.076666667,5,3171,0,0,71,2,1037,0,0,1,1124,6,3632,4,434,3,2,4,1845,3,2854,2,144,1,72,0,0,0,0,5,2969,3,1801,0,0,0,0,0,0,15,7885,1,72
163827,PIBO:0540,9099,Lawson Creek,Custer,ID,44.586265,-113.9911,6/29/2016,Targeted Riffle,Surber net,NULL,NULL,0.74,100,100,627,300,0,24,847,2.28803658,0.852017837,0.71994897,12,488,Hydropsychidae,246,Hydropsyche,243,3.02,6,211,1,0,80,0,1,2,138,2,249,9,203,7,161,8,6,3,22,3,191,6,276,3,154,3,69,0,0,5,81,3,59,0,0,0,66,2,49,21,731,3,116
163828,PIBO:1845,9234,Patterson Creek,Lemhi,ID,44.536621,-113.68173,8/14/2016,Targeted Riffle,Surber net,NULL,NULL,0.74,100,25,690,300,21,27,3758,2.470812856,0.881716834,0.749676928,18,2231,Chironomidae,1082,Chironominae,773,3.436666667,13,869,0,0,54,3,254,4,495,2,141,7,2450,5,359,13,3,8,1678,5,401,5,151,1,7,1,5,0,0,5,1212,3,1082,0,0,0,43,0,0,24,3450,2,308
163829,PIBO:0541,9100,Sulpher Creek,Custer,ID,44.514625,-113.93234,7/1/2016,Targeted Riffle,Surber net,NULL,NULL,0.74,100,100,99,97,0,10,134,1.744747398,0.793170103,0.757734167,5,108,Brachycentridae,38,Brachycentrus americanus,38,2.680412371,1,39,0,0,76,0,1,0,0,2,68,4,54,3,8,4,2,3,39,0,0,2,69,1,3,1,3,0,0,3,9,1,1,0,0,0,14,0,0,9,120,1,14
163830,PIBO:0543,9102,Ironbog Creek,Custer,ID,43.635537,-113.74333,6/18/2016,Targeted Riffle,Surber net,NULL,NULL,0.74,100,100,31,31,0,10,42,1.867941891,0.810752688,0.811236856,10,42,Chloroperlidae,16,Sweltsa,11,1.903225806,7,28,0,0,28,0,0,2,5,1,3,2,9,4,22,7,2,4,15,3,22,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,42,0,0
163831,PIBO:1846,9235,Cliff Creek,Custer,ID,43.869216,-113.62657,6/18/2016,Targeted Riffle,Surber net,NULL,NULL,0.74,100,100,102,98,0,13,138,1.818418251,0.78140122,0.708948988,9,128,Uenoidae,43,Neophylax,43,2.081632653,2,30,0,0,44,2,5,4,74,1,3,3,54,2,1,6,0,6,80,0,0,3,49,0,0,0,0,0,0,3,5,2,3,0,0,0,4,0,0,12,134,1,4
163832,PIBO:0544,9103,Pass Creek,Custer,ID,43.932023,-113.44612,6/16/2016,Targeted Riffle,Surber net,NULL,NULL,0.74,100,100,375,300,0,23,507,1.799880172,0.711059086,0.574033963,12,401,Heptageniidae,238,Cinygmula,234,3.273333333,7,49,0,0,65,0,3,3,243,3,15,6,180,7,46,11,5,6,361,3,8,3,32,2,22,2,12,0,0,6,22,3,5,0,0,0,32,0,0,20,445,2,62
163833,PIBO:0546,9105,Alder Creek,Custer,ID,43.825928,-113.60247,6/17/2016,Targeted Riffle,Surber net,NULL,NULL,0.74,100,100,217,214,0,20,293,1.681384183,0.618928524,0.561259829,12,258,Baetidae,176,Baetis,176,3.35046729,9,53,0,0,48,1,1,4,31,3,8,4,189,6,41,14,3,6,218,2,16,4,24,2,15,2,15,0,0,4,15,1,1,0,0,0,0,1,1,18,288,2,5
163834,PIBO:0547,9106,Bear Creek,Custer,ID,43.67498,-113.69307,6/14/2016,Targeted Riffle,Surber net,NULL,NULL,0.74,100,100,67,64,0,16,91,2.419667179,0.901785714,0.87271046,11,82,Heptageniidae,23,Baetis,18,3.140625,5,26,0,0,42,1,1,2,16,4,19,3,34,5,19,11,2,6,51,1,7,4,24,1,1,0,0,0,0,4,7,0,0,0,0,0,0,0,0,16,91,0,0
163835,PIBO:0545,9104,Horsethief Creek,Custer,ID,43.627101,-113.72713,6/17/2016,Targeted Riffle,Surber net,NULL,NULL,0.74,100,100,55,54,0,10,74,1.842520748,0.80293501,0.800196594,6,58,Heptageniidae,27,Cinygmula,27,3.407407407,3,12,0,0,60,0,0,2,32,1,15,2,4,4,20,4,2,2,30,3,12,1,16,1,7,1,7,0,0,2,8,1,1,0,0,0,0,0,0,9,73,1,1
163836,PIBO:2027,9331,Furnace Creek,Lemhi,ID,44.762556,-114.472194,8/9/2016,Targeted Riffle,Surber net,NULL,NULL,0.74,100,25,747,300,4,25,4043,2.288043713,0.823545151,0.710820745,15,1632,Chironomidae,1611,Orthocladiinae,1259,3.9,10,968,0,0,60,2,443,5,319,2,114,9,2605,4,319,15,2,9,1032,2,189,4,411,2,265,2,103,0,0,6,1741,3,1611,0,0,0,0,0,0,23,3638,1,405
163837,PIBO:0658,9107,Shovel Creek,Lemhi,ID,45.013418,-114.45552,8/1/2016,Targeted Riffle,Surber net,NULL,NULL,0.74,100,75,792,300,1,27,1428,2.715081557,0.915540691,0.823791246,12,571,Chironomidae,326,Orthocladiinae,193,3.34,7,378,0,0,75,1,14,3,205,2,213,8,530,7,222,8,4,8,436,3,117,1,18,3,252,3,83,0,0,9,432,3,326,0,0,0,9,1,124,24,1255,3,173
163838,PIBO:2017,9323,South Fork of Camas,Lemhi,ID,44.717889,-114.51855,8/11/2016,Targeted Riffle,Surber net,NULL,NULL,0.74,100,50,824,300,28,32,2265,2.924022323,0.930167224,0.843694501,20,1301,Chironomidae,635,Chironominae,316,3.583333333,14,666,0,0,52,4,120,5,528,3,130,7,1115,10,241,17,3,9,995,5,204,6,103,2,101,2,49,0,0,8,803,4,635,0,0,0,5,1,3,30,2205,2,59
163839,PIBO:0660,9108,Panther Creek,Lemhi,ID,44.903734,-114.32692,7/14/2016,Targeted Riffle,Surber net,NULL,NULL,0.74,100,50,728,300,15,29,1988,2.411880608,0.858952062,0.716266324,18,1120,Chironomidae,580,Orthocladiinae,492,3.616666667,13,712,0,0,61,2,397,4,49,4,107,8,958,6,273,16,5,9,491,4,74,5,555,3,185,3,89,0,0,6,645,3,580,0,0,0,0,1,8,27,1950,2,38
163840,PIBO:0661,9109,West Fork Camas Creek,Custer,ID,44.820532,-114.52519,8/13/2016,Targeted Riffle,Surber net,NULL,NULL,0.74,100,6.25,657,300,22,26,14235,2.317405124,0.831393534,0.71127577,13,4565,Chironomidae,5730,Orthocladiinae,4541,4.143333333,9,2631,1,0,69,3,1624,3,282,2,1191,7,7943,6,2014,12,4,5,2124,3,1418,5,1023,3,976,3,519,0,0,7,7050,3,5730,0,0,0,131,0,0,23,12591,2,1645
163841,PIBO:0662,9110,Morgan Creek,Custer,ID,44.828649,-114.25644,7/12/2016,Targeted Riffle,Surber net,NULL,NULL,0.74,100,100,260,197,0,19,351,2.293406558,0.865637626,0.778894239,13,266,Ephemerellidae,74,Baetis,61,3.54822335,10,170,0,0,55,2,55,4,46,1,5,4,193,5,45,11,2,6,178,4,73,3,15,2,5,2,5,0,0,3,72,2,66,0,0,0,0,0,0,18,343,1,8
163842,PIBO:2022,9327,Fly Creek,Lemhi,ID,44.69869,-114.515,8/11/2016,Targeted Riffle,Surber net,NULL,NULL,0.74,100,25,620,300,33,29,3396,2.788917008,0.918662207,0.828236409,19,2180,Chironomidae,784,Chironominae,476,3.546666667,12,1038,1,0,53,4,482,6,882,2,136,8,1434,6,245,18,4,9,1408,4,508,6,264,3,200,3,151,0,0,5,908,2,784,0,0,0,27,0,0,27,3288,2,108
163843,PIBO:0736,9112,Sulpher Creek,Valley,ID,44.553577,-115.41676,8/24/2016,Targeted Riffle,Surber net,NULL,NULL,0.74,100,87.5,606,300,2,37,939,2.831097724,0.917101449,0.78403824,25,721,Heptageniidae,225,Rhithrogena,125,2.993333333,16,335,1,0,50,3,14,5,193,4,11,10,415,11,171,18,3,9,423,6,181,10,117,1,79,1,40,0,0,10,122,3,99,0,0,0,0,0,0,36,922,1,17
163844,PIBO:1857,9237,Middle Fork Creek,Valley,ID,44.797178,-115.13149,8/11/2016,Targeted Riffle,Surber net,NULL,NULL,0.74,100,56.25,693,300,0,31,1665,2.520001111,0.884392419,0.733841148,16,838,Elmidae,639,Optioservus,245,3.226666667,9,454,1,0,70,3,130,3,471,5,111,6,404,8,113,15,8,3,271,4,86,9,480,4,639,4,312,0,0,8,163,2,84,0,0,0,7,0,0,29,1643,2,22
163845,PIBO:0737,9113,Little Pistol Creek,Valley,ID,44.765541,-115.32264,8/25/2016,Targeted Riffle,Surber net,NULL,NULL,0.74,100,100,680,300,0,30,919,2.911079296,0.928338907,0.85589837,20,650,Heptageniidae,205,Heterlimnius corpulentus,162,2.98,14,297,0,0,47,3,77,5,199,2,23,8,284,9,130,15,2,9,378,5,168,6,104,1,162,1,70,0,0,8,91,4,58,0,0,0,0,0,0,29,903,1,16
163846,PIBO:0738,9114,Pistol Creek,Valley,ID,44.692798,-115.34532,8/14/2016,Targeted Riffle,Surber net,NULL,NULL,0.74,100,50,652,300,2,31,1765,2.685717939,0.898483835,0.782098994,20,1162,Elmidae,308,Heterlimnius corpulentus,308,3.386666667,12,470,1,0,50,2,24,5,257,4,100,7,730,9,309,15,3,9,714,4,170,7,278,1,311,1,168,0,0,8,249,4,224,0,0,0,30,0,0,29,1722,2,43
163847,PIBO:0739,9115,Indian Creek,Valley,ID,44.828684,-115.22039,8/10/2016,Targeted Riffle,Surber net,NULL,NULL,0.74,100,53.13,595,300,5,27,1520,2.379882969,0.85580825,0.722087611,20,1022,Chironomidae,374,Baetis,328,4.036666667,11,252,0,0,52,2,38,3,176,4,167,9,1005,6,99,14,3,10,806,3,92,7,124,1,8,1,5,0,0,5,473,3,374,0,0,0,0,0,0,26,1502,1,18
163848,PIBO:0758,9116,Cougar Creek,Valley,ID,44.889473,-115.71873,7/15/2016,Targeted Riffle,Surber net,NULL,NULL,0.74,100,50,612,300,5,22,1661,1.481056967,0.560557414,0.479144816,15,1504,Baetidae,989,Baetis,986,3.89,10,250,0,0,60,1,24,2,62,3,51,5,1300,7,151,12,4,5,1303,5,131,5,70,2,62,2,41,0,0,5,95,3,70,0,0,0,0,0,0,22,1661,0,0
163849,PIBO:1858,9238,Blackmare Creek,Valley,ID,44.822718,-115.7049,9/7/2016,Targeted Riffle,Surber net,NULL,NULL,0.74,100,37.5,655,300,27,31,2397,2.224899634,0.783500557,0.647905627,21,1782,Baetidae,965,Baetis,965,3.363333333,14,318,0,0,54,5,79,6,375,3,234,6,1408,7,149,18,4,8,1127,5,83,8,572,3,160,3,79,0,0,6,423,3,394,0,0,0,0,0,0,30,2364,1,32
163850,PIBO:0760,9117,Sheep Creek,Valley,ID,44.706278,-115.5659,8/27/2016,Targeted Riffle,Surber net,NULL,NULL,0.74,100,50,590,300,2,27,1597,2.434907842,0.865061315,0.738782877,18,755,Chironomidae,708,Orthocladiinae,373,4.163333333,14,574,0,0,62,5,284,2,146,0,5,7,776,7,286,12,4,7,319,7,296,4,141,3,95,3,57,0,0,5,723,3,708,0,0,0,0,0,0,26,1573,1,24
163851,PIBO:0761,9118,Fourmile Creek,Valley,ID,44.846177,-115.64955,7/16/2016,Targeted Riffle,Surber net,NULL,NULL,0.74,100,62.5,601,300,8,24,1310,2.264683572,0.836120401,0.712600759,16,1088,Baetidae,392,Baetis,388,2.856666667,11,467,0,0,55,3,28,4,367,1,19,5,506,5,253,12,4,7,887,6,150,3,52,3,125,3,78,0,0,4,73,3,41,0,0,0,0,0,0,23,1286,1,24
163852,PIBO:0762,9119,Cabin Creek,Valley,ID,44.666975,-115.68431,8/26/2016,Targeted Riffle,Surber net,NULL,NULL,0.74,100,18.75,722,300,0,34,5204,2.435494563,0.864124861,0.690653876,21,1903,Simuliidae,1348,Simulium,1283,4.313333333,15,649,0,0,57,3,115,5,332,5,1528,7,2083,8,238,18,8,9,1420,5,144,7,339,3,966,3,411,0,0,7,2263,2,836,0,0,0,7,1,7,31,5132,3,65
163853,PIBO:1859,9239,Johnson Creek,Valley,ID,44.629264,-115.52657,9/9/2016,Targeted Riffle,Surber net,NULL,NULL,0.74,100,25,725,300,8,29,3930,2.600699623,0.890858417,0.772340701,15,1681,Elmidae,1223,Elmidae,659,3.6,10,1059,1,0,67,3,196,3,677,2,93,7,1989,9,389,7,3,6,1023,5,311,4,347,2,1223,2,362,1,11,8,799,3,730,0,0,0,16,1,86,26,3714,3,216
163854,PIBO:1860,9240,Rock Creek,Valley,ID,44.636659,-115.54366,9/8/2016,Targeted Riffle,Surber net,NULL,NULL,0.74,100,50,554,300,4,23,1503,2.24581123,0.856276477,0.716254305,9,668,Chironomidae,651,Chironominae,311,3.83,5,305,0,0,81,2,54,3,95,1,38,6,697,5,357,8,5,3,154,1,295,5,219,5,57,4,24,1,3,6,705,3,651,0,0,0,0,1,38,21,1432,2,70
163855,PIBO:0763,9120,North Fork Buckhorn Creek,Valley,ID,44.959483,-115.79406,7/13/2016,Targeted Riffle,Surber net,NULL,NULL,0.74,100,100,542,300,0,23,732,2.147897477,0.804124861,0.685026771,12,488,Heptageniidae,270,Cinygmula,251,3.05,7,155,0,0,54,1,51,5,346,1,4,4,99,7,89,11,2,6,374,3,47,3,66,2,146,2,82,0,0,6,64,3,49,0,0,0,24,0,1,20,697,2,35
163856,PIBO:1861,9241,Big Creek,Adams,ID,44.799999,-116.21858,8/12/2016,Targeted Riffle,Surber net,NULL,NULL,0.74,100,37.5,868,300,7,30,3137,2.638196129,0.906198439,0.77566687,18,1877,Chironomidae,589,Micrasema,562,2.276666667,12,1368,1,0,61,4,816,3,252,2,97,8,1689,10,245,12,1,7,746,7,349,4,782,0,11,0,0,0,0,8,733,3,589,0,0,0,238,1,4,26,2621,3,517
163857,PIBO:0779,9077,Hard Creek,Adams,ID,45.143719,-116.17905,8/27/2016,Targeted Riffle,Surber net,NULL,NULL,0.74,100,100,758,300,0,30,1024,2.728156478,0.900668896,0.802116482,21,927,Heptageniidae,459,Heptageniidae,336,2.886666667,15,331,0,0,43,2,50,6,447,3,15,9,343,5,136,19,5,10,751,4,99,7,77,3,27,2,14,0,0,5,69,4,65,0,0,0,0,0,0,29,1023,1,1
163858,PIBO:0782,9079,West Fork Rapid Creek,Idaho,ID,45.308506,-116.43419,8/10/2016,Targeted Riffle,Surber net,NULL,NULL,0.74,100,56.25,632,300,6,31,1526,2.446076577,0.852686734,0.71231383,19,1172,Heptageniidae,401,Baetis,394,3.626666667,14,362,0,0,52,4,79,4,356,2,14,9,766,9,174,19,5,8,954,5,161,6,57,4,144,4,65,0,0,8,203,4,168,0,0,0,0,0,0,31,1519,0,7
163859,PIBO:0784,9081,Rapid Creek,Adams,ID,45.146196,-116.49366,8/25/2016,Targeted Riffle,Surber net,NULL,NULL,0.74,100,50,582,300,2,26,1576,2.694563826,0.916989967,0.827036214,19,1155,Chironomidae,368,Baetis,214,3.363333333,13,554,0,0,45,4,181,4,350,2,38,6,862,8,134,14,1,7,815,6,205,6,135,0,0,0,0,0,0,6,412,3,368,0,0,0,0,0,0,25,1568,1,8
163860,PIBO:0785,9082,Little Goose Creek,Adams,ID,44.962009,-116.1681,8/10/2016,Targeted Riffle,Surber net,NULL,NULL,0.74,100,34.38,679,300,21,25,2697,2.768790206,0.924994426,0.860173041,18,1874,Ephemerellidae,637,Drunella doddsii,313,3.083333333,12,1135,0,0,50,3,259,3,616,4,237,6,900,5,375,14,3,8,1270,4,208,6,396,2,313,2,130,0,0,4,447,3,410,0,0,0,0,1,51,24,2634,1,63
163861,PIBO:0790,9083,Hazard Creek,Idaho,ID,45.215143,-116.20276,8/26/2016,Targeted Riffle,Surber net,NULL,NULL,0.74,100,43.75,638,300,5,29,1977,2.653033405,0.90303233,0.787882485,19,1371,Chironomidae,346,Baetis,272,3.176666667,12,714,0,0,54,2,287,4,411,2,51,8,862,6,264,18,6,8,791,5,378,6,202,4,142,4,77,0,0,4,366,2,346,0,0,0,3,0,0,27,1879,1,99
163862,123-16-I,9346,123-16-I:Mud,Adams,ID,45.054161,-116.385397,8/13/2016,Targeted Riffle,Surber net,NULL,NULL,0.74,100,12.5,770,300,0,26,8324,2.458634599,0.879777035,0.754623005,13,3665,Elmidae,2292,Orthocladiinae,1427,4.086666667,9,1968,0,0,65,3,897,2,1459,2,508,7,3297,8,865,11,6,4,2043,3,962,6,659,4,2292,4,1016,0,0,7,2259,2,1805,0,0,0,54,0,0,25,8238,1,86
163863,PIBO:1864,9243,Brush Tributary,Adams,ID,45.144094,-116.34346,8/29/2016,Targeted Riffle,Surber net,NULL,NULL,0.74,100,81.25,684,300,0,32,1138,2.84854701,0.927424749,0.821916929,13,429,Chironomidae,256,Lepidostoma,135,2.95,9,396,1,0,74,3,263,0,2,4,103,10,476,9,121,8,2,5,113,3,111,5,205,2,146,2,60,1,2,13,444,4,256,0,0,0,65,1,28,29,1021,3,115
163864,PIBO:0799,9085,Boulder Creek,Adams,ID,45.134718,-116.41397,8/14/2016,Targeted Riffle,Surber net,NULL,NULL,0.74,100,25,737,300,46,29,4046,2.388012735,0.84671126,0.709178182,15,2050,Elmidae,1096,Heterlimnius corpulentus,1031,3.29,10,1615,0,0,62,2,22,5,828,0,0,8,1293,10,785,13,4,7,1368,3,550,5,132,4,1172,3,568,0,0,7,722,4,695,0,0,0,54,0,0,26,3943,2,103
